"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,77,77,23,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat die Umsetzung der OECD-Mindeststeuer angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 77 Prozent zu. Herisau hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La réforme de l'imposition minimale de l'OCDE passe la rampe avec 77 pour cent de oui à Herisau. Les habitants de Herisau ont approuvé le texte, tout comme le canton.","Da Herisau è arrivato un ""sì"" alle urne per l'imposizione minima OCSE/G20. I cittadini hanno accolto il testo con il 77 percento dei voti. Il comune di Herisau approvando il testo si è espresso come il suo cantone."
3002,61.4,61.4,38.6,"Hundwil AR","Hundwil (AR)","Hundwil AR","Ja zur Umsetzung der OECD-Mindeststeuer in Hundwil. Die Gemeinde hat Vorlage mit 61,4 Prozent der Stimmen angenommen. Hundwil hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les habitants de Hundwil soutiennent à 61,4 pour cent la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Hundwil ont approuvé le texte, tout comme le canton.","A Hundwil i cittadini hanno accolto, con il 61,4 percento dei voti, l'imposizione minima OCSE/G20. Il comune di Hundwil approvando il testo si è espresso come il suo cantone."
3003,64.2,64.2,35.8,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","64,2 Prozent der Stimmbürgerinnen und Stimmbürger von Schönengrund haben sich für die Umsetzung der OECD-Mindeststeuer ausgesprochen. Schönengrund hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Schönengrund, les habitants disent oui à  64,2 pour cent à la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Schönengrund ont approuvé le texte, tout comme le canton.","Nel comune di Schönengrund l'imposizione minima OCSE/G20 è stata approvata con il 64,2 percento dei voti. Il comune di Schönengrund approvando il testo si è espresso come il suo cantone."
3004,68.3,68.3,31.7,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Mit 68,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Schwellbrunn für die Umsetzung der OECD-Mindeststeuer gestimmt. Schwellbrunn hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La population de Schwellbrunn approuve à 68,3 pour cent la réforme de l'imposition minimale de l'OCDE . Les habitants de Schwellbrunn ont approuvé le texte, tout comme le canton.","Nel comune di Schwellbrunn l’imposizione minima OCSE/G20 è stata accettata con il 68,3 percento dei voti. Il comune di Schwellbrunn approvando il testo si è espresso come il suo cantone."
3005,74.6,74.6,25.4,"Stein AR","Stein (AR)","Stein AR","74,6 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben sich für die Umsetzung der OECD-Mindeststeuer ausgesprochen. Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Stein (AR), les habitants disent oui à  74,6 pour cent à la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Stein (AR) ont approuvé le texte, tout comme le canton.","Nel comune di Stein AR l'imposizione minima OCSE/G20 è stata approvata con il 74,6 percento dei voti. Il comune di Stein AR approvando il testo si è espresso come il suo cantone."
3006,68.6,68.6,31.4,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Mit 68,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Urnäsch für die Umsetzung der OECD-Mindeststeuer gestimmt. Urnäsch hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La population d'Urnäsch approuve à 68,6 pour cent la réforme de l'imposition minimale de l'OCDE . Les habitants d'Urnäsch ont approuvé le texte, tout comme le canton.","Nel comune di Urnäsch l’imposizione minima OCSE/G20 è stata accettata con il 68,6 percento dei voti. Il comune di Urnäsch approvando il testo si è espresso come il suo cantone."
3007,76.5,76.5,23.5,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","76,5 Prozent der Stimmbürgerinnen und Stimmbürger in Waldstatt haben Ja gesagt zur Umsetzung der OECD-Mindeststeuer. Waldstatt hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les habitants de Waldstatt acceptent avec 76,5 pour cent de oui la réforme de l'imposition minimale de l'OCDE . Les habitants de Waldstatt ont approuvé le texte, tout comme le canton.","Con il 76,5 percento di ""sì"", i cittadini del comune di Waldstatt hanno accolto l'imposizione minima OCSE/G20. Il comune di Waldstatt approvando il testo si è espresso come il suo cantone."
3021,77,77,23,"Bühler AR","Bühler (AR)","Bühler AR","Ja zur Umsetzung der OECD-Mindeststeuer in Bühler. Die Gemeinde hat Vorlage mit 77 Prozent der Stimmen angenommen. Bühler hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les habitants de Bühler soutiennent à 77 pour cent la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Bühler ont approuvé le texte, tout comme le canton.","A Bühler i cittadini hanno accolto, con il 77 percento dei voti, l'imposizione minima OCSE/G20. Il comune di Bühler approvando il testo si è espresso come il suo cantone."
3022,81,81,19,"Gais AR","Gais (AR)","Gais AR","Die Umsetzung der OECD-Mindeststeuer ist in Gais mit 81 Prozent der Stimmen angenommen worden. Gais hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La réforme de l'imposition minimale de l'OCDE est approuvée à Gais par 81 pour cent des votants. Les habitants de Gais ont approuvé le texte, tout comme le canton.","I cittadini di Gais si sono espressi a favore dell'imposizione minima OCSE/G20. Il testo è stato approvato con il 81 percento dei voti. Il comune di Gais approvando il testo si è espresso come il suo cantone."
3023,78.5,78.5,21.5,"Speicher AR","Speicher (AR)","Speicher AR","Ja zur Umsetzung der OECD-Mindeststeuer in Speicher. Die Gemeinde hat Vorlage mit 78,5 Prozent der Stimmen angenommen. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les habitants de Speicher soutiennent à 78,5 pour cent la modification de la réforme de l'imposition minimale de l'OCDE . Les habitants de Speicher ont approuvé le texte, tout comme le canton.","A Speicher i cittadini hanno accolto, con il 78,5 percento dei voti, l'imposizione minima OCSE/G20. Il comune di Speicher approvando il testo si è espresso come il suo cantone."
